Exchange,Token,LotSize,GNGD,Symbol,TradingSymbol,Expiry,Instrument,OptionType,StrikePrice,TickSize,
MCX,435158,1250,1,NATURALGAS,NATURALGAS23AUG24P310,23-AUG-2024,OPTFUT,PE,310,0.05,
MCX,435267,1250,1,NATURALGAS,NATURALGAS23AUG24C155,23-AUG-2024,OPTFUT,CE,155,0.05,
MCX,435268,1250,1,NATURALGAS,NATURALGAS23AUG24C150,23-AUG-2024,OPTFUT,CE,150,0.05,
MCX,435269,1250,1,NATURALGAS,NATURALGAS23AUG24P155,23-AUG-2024,OPTFUT,PE,155,0.05,
MCX,435270,1250,1,NATURALGAS,NATURALGAS23AUG24P150,23-AUG-2024,OPTFUT,PE,150,0.05,
MCX,435608,1250,1,NATURALGAS,NATURALGAS23AUG24C315,23-AUG-2024,OPTFUT,CE,315,0.05,
MCX,435609,1250,1,NATURALGAS,NATURALGAS23AUG24P315,23-AUG-2024,OPTFUT,PE,315,0.05,
MCX,435632,1250,1,NATURALGAS,NATURALGAS23AUG24C320,23-AUG-2024,OPTFUT,CE,320,0.05,
MCX,435633,1250,1,NATURALGAS,NATURALGAS23AUG24C325,23-AUG-2024,OPTFUT,CE,325,0.05,
MCX,435634,1250,1,NATURALGAS,NATURALGAS23AUG24P320,23-AUG-2024,OPTFUT,PE,320,0.05,
MCX,435635,1250,1,NATURALGAS,NATURALGAS23AUG24P325,23-AUG-2024,OPTFUT,PE,325,0.05,
MCX,435672,1250,1,NATURALGAS,NATURALGAS24JUL24C335,24-JUL-2024,OPTFUT,CE,335,0.05,
MCX,435673,1250,1,NATURALGAS,NATURALGAS23AUG24C330,23-AUG-2024,OPTFUT,CE,330,0.05,
MCX,435674,1250,1,NATURALGAS,NATURALGAS23AUG24C335,23-AUG-2024,OPTFUT,CE,335,0.05,
MCX,435676,1250,1,NATURALGAS,NATURALGAS24JUL24P335,24-JUL-2024,OPTFUT,PE,335,0.05,
MCX,435677,1250,1,NATURALGAS,NATURALGAS23AUG24P330,23-AUG-2024,OPTFUT,PE,330,0.05,
MCX,435678,1250,1,NATURALGAS,NATURALGAS23AUG24P335,23-AUG-2024,OPTFUT,PE,335,0.05,
MCX,436076,1250,1,NATURALGAS,NATURALGAS23SEP24C245,23-SEP-2024,OPTFUT,CE,245,0.05,
MCX,436077,1250,1,NATURALGAS,NATURALGAS23SEP24P245,23-SEP-2024,OPTFUT,PE,245,0.05,
MCX,436094,1250,1,NATURALGAS,NATURALGAS23SEP24C240,23-SEP-2024,OPTFUT,CE,240,0.05,
MCX,436095,1250,1,NATURALGAS,NATURALGAS23SEP24C235,23-SEP-2024,OPTFUT,CE,235,0.05,
MCX,436096,1250,1,NATURALGAS,NATURALGAS23SEP24C230,23-SEP-2024,OPTFUT,CE,230,0.05,
MCX,436097,1250,1,NATURALGAS,NATURALGAS23SEP24C225,23-SEP-2024,OPTFUT,CE,225,0.05,
MCX,436098,1250,1,NATURALGAS,NATURALGAS23SEP24C220,23-SEP-2024,OPTFUT,CE,220,0.05,
MCX,436099,1250,1,NATURALGAS,NATURALGAS23SEP24C215,23-SEP-2024,OPTFUT,CE,215,0.05,
MCX,436100,1250,1,NATURALGAS,NATURALGAS23SEP24C210,23-SEP-2024,OPTFUT,CE,210,0.05,
MCX,436101,1250,1,NATURALGAS,NATURALGAS23SEP24C205,23-SEP-2024,OPTFUT,CE,205,0.05,
MCX,436102,1250,1,NATURALGAS,NATURALGAS23SEP24C200,23-SEP-2024,OPTFUT,CE,200,0.05,
MCX,436103,1250,1,NATURALGAS,NATURALGAS23SEP24C195,23-SEP-2024,OPTFUT,CE,195,0.05,
MCX,436104,1250,1,NATURALGAS,NATURALGAS23SEP24C190,23-SEP-2024,OPTFUT,CE,190,0.05,
MCX,436105,1250,1,NATURALGAS,NATURALGAS23SEP24C185,23-SEP-2024,OPTFUT,CE,185,0.05,
MCX,436106,1250,1,NATURALGAS,NATURALGAS23SEP24C180,23-SEP-2024,OPTFUT,CE,180,0.05,
MCX,436107,1250,1,NATURALGAS,NATURALGAS23SEP24C175,23-SEP-2024,OPTFUT,CE,175,0.05,
MCX,436108,1250,1,NATURALGAS,NATURALGAS23SEP24C170,23-SEP-2024,OPTFUT,CE,170,0.05,
MCX,436109,1250,1,NATURALGAS,NATURALGAS23SEP24C250,23-SEP-2024,OPTFUT,CE,250,0.05,
MCX,436110,1250,1,NATURALGAS,NATURALGAS23SEP24C255,23-SEP-2024,OPTFUT,CE,255,0.05,
MCX,436111,1250,1,NATURALGAS,NATURALGAS23SEP24C260,23-SEP-2024,OPTFUT,CE,260,0.05,
MCX,436112,1250,1,NATURALGAS,NATURALGAS23SEP24C265,23-SEP-2024,OPTFUT,CE,265,0.05,
MCX,436113,1250,1,NATURALGAS,NATURALGAS23SEP24C270,23-SEP-2024,OPTFUT,CE,270,0.05,
MCX,436114,1250,1,NATURALGAS,NATURALGAS23SEP24C275,23-SEP-2024,OPTFUT,CE,275,0.05,
MCX,436115,1250,1,NATURALGAS,NATURALGAS23SEP24C280,23-SEP-2024,OPTFUT,CE,280,0.05,
MCX,436116,1250,1,NATURALGAS,NATURALGAS23SEP24C285,23-SEP-2024,OPTFUT,CE,285,0.05,
MCX,436117,1250,1,NATURALGAS,NATURALGAS23SEP24C290,23-SEP-2024,OPTFUT,CE,290,0.05,
MCX,436118,1250,1,NATURALGAS,NATURALGAS23SEP24C295,23-SEP-2024,OPTFUT,CE,295,0.05,
MCX,436119,1250,1,NATURALGAS,NATURALGAS23SEP24C300,23-SEP-2024,OPTFUT,CE,300,0.05,
MCX,436120,1250,1,NATURALGAS,NATURALGAS23SEP24C305,23-SEP-2024,OPTFUT,CE,305,0.05,
MCX,436121,1250,1,NATURALGAS,NATURALGAS23SEP24C310,23-SEP-2024,OPTFUT,CE,310,0.05,
MCX,436122,1250,1,NATURALGAS,NATURALGAS23SEP24C315,23-SEP-2024,OPTFUT,CE,315,0.05,
MCX,436123,1250,1,NATURALGAS,NATURALGAS23SEP24C320,23-SEP-2024,OPTFUT,CE,320,0.05,
MCX,436124,1250,1,NATURALGAS,NATURALGAS23SEP24P240,23-SEP-2024,OPTFUT,PE,240,0.05,
MCX,436125,1250,1,NATURALGAS,NATURALGAS23SEP24P235,23-SEP-2024,OPTFUT,PE,235,0.05,
MCX,436126,1250,1,NATURALGAS,NATURALGAS23SEP24P230,23-SEP-2024,OPTFUT,PE,230,0.05,
MCX,436127,1250,1,NATURALGAS,NATURALGAS23SEP24P225,23-SEP-2024,OPTFUT,PE,225,0.05,
MCX,436128,1250,1,NATURALGAS,NATURALGAS23SEP24P220,23-SEP-2024,OPTFUT,PE,220,0.05,
MCX,436129,1250,1,NATURALGAS,NATURALGAS23SEP24P215,23-SEP-2024,OPTFUT,PE,215,0.05,
MCX,436130,1250,1,NATURALGAS,NATURALGAS23SEP24P210,23-SEP-2024,OPTFUT,PE,210,0.05,
MCX,436131,1250,1,NATURALGAS,NATURALGAS23SEP24P205,23-SEP-2024,OPTFUT,PE,205,0.05,
MCX,436132,1250,1,NATURALGAS,NATURALGAS23SEP24P200,23-SEP-2024,OPTFUT,PE,200,0.05,
MCX,436133,1250,1,NATURALGAS,NATURALGAS23SEP24P195,23-SEP-2024,OPTFUT,PE,195,0.05,
MCX,436134,1250,1,NATURALGAS,NATURALGAS23SEP24P190,23-SEP-2024,OPTFUT,PE,190,0.05,
MCX,436135,1250,1,NATURALGAS,NATURALGAS23SEP24P185,23-SEP-2024,OPTFUT,PE,185,0.05,
MCX,436136,1250,1,NATURALGAS,NATURALGAS23SEP24P180,23-SEP-2024,OPTFUT,PE,180,0.05,
MCX,436137,1250,1,NATURALGAS,NATURALGAS23SEP24P175,23-SEP-2024,OPTFUT,PE,175,0.05,
MCX,436138,1250,1,NATURALGAS,NATURALGAS23SEP24P170,23-SEP-2024,OPTFUT,PE,170,0.05,
MCX,436139,1250,1,NATURALGAS,NATURALGAS23SEP24P250,23-SEP-2024,OPTFUT,PE,250,0.05,
MCX,436140,1250,1,NATURALGAS,NATURALGAS23SEP24P255,23-SEP-2024,OPTFUT,PE,255,0.05,
MCX,436141,1250,1,NATURALGAS,NATURALGAS23SEP24P260,23-SEP-2024,OPTFUT,PE,260,0.05,
MCX,436142,1250,1,NATURALGAS,NATURALGAS23SEP24P265,23-SEP-2024,OPTFUT,PE,265,0.05,
MCX,436143,1250,1,NATURALGAS,NATURALGAS23SEP24P270,23-SEP-2024,OPTFUT,PE,270,0.05,
MCX,436144,1250,1,NATURALGAS,NATURALGAS23SEP24P275,23-SEP-2024,OPTFUT,PE,275,0.05,
MCX,436145,1250,1,NATURALGAS,NATURALGAS23SEP24P280,23-SEP-2024,OPTFUT,PE,280,0.05,
MCX,436146,1250,1,NATURALGAS,NATURALGAS23SEP24P285,23-SEP-2024,OPTFUT,PE,285,0.05,
MCX,436147,1250,1,NATURALGAS,NATURALGAS23SEP24P290,23-SEP-2024,OPTFUT,PE,290,0.05,
MCX,436148,1250,1,NATURALGAS,NATURALGAS23SEP24P295,23-SEP-2024,OPTFUT,PE,295,0.05,
MCX,436149,1250,1,NATURALGAS,NATURALGAS23SEP24P300,23-SEP-2024,OPTFUT,PE,300,0.05,
MCX,436150,1250,1,NATURALGAS,NATURALGAS23SEP24P305,23-SEP-2024,OPTFUT,PE,305,0.05,
MCX,436151,1250,1,NATURALGAS,NATURALGAS23SEP24P310,23-SEP-2024,OPTFUT,PE,310,0.05,
MCX,436152,1250,1,NATURALGAS,NATURALGAS23SEP24P315,23-SEP-2024,OPTFUT,PE,315,0.05,
MCX,436153,1250,1,NATURALGAS,NATURALGAS23SEP24P320,23-SEP-2024,OPTFUT,PE,320,0.05,
MCX,436214,1250,1,NATURALGAS,NATURALGAS23SEP24C165,23-SEP-2024,OPTFUT,CE,165,0.05,
MCX,436215,1250,1,NATURALGAS,NATURALGAS23SEP24P165,23-SEP-2024,OPTFUT,PE,165,0.05,
MCX,430383,5,1000,ZINC,ZINC22JUL24C222.5,22-JUL-2024,OPTFUT,CE,222.5,0.01,
MCX,430384,5,1000,ZINC,ZINC22JUL24P222.5,22-JUL-2024,OPTFUT,PE,222.5,0.01,
MCX,430496,5,1000,ZINC,ZINC22JUL24C220,22-JUL-2024,OPTFUT,CE,220,0.01,
MCX,430497,5,1000,ZINC,ZINC22JUL24C217.5,22-JUL-2024,OPTFUT,CE,217.5,0.01,
MCX,430498,5,1000,ZINC,ZINC22JUL24C215,22-JUL-2024,OPTFUT,CE,215,0.01,
MCX,430499,5,1000,ZINC,ZINC22JUL24C212.5,22-JUL-2024,OPTFUT,CE,212.5,0.01,
MCX,430500,5,1000,ZINC,ZINC22JUL24C210,22-JUL-2024,OPTFUT,CE,210,0.01,
MCX,430501,5,1000,ZINC,ZINC22JUL24C207.5,22-JUL-2024,OPTFUT,CE,207.5,0.01,
MCX,430502,5,1000,ZINC,ZINC22JUL24C205,22-JUL-2024,OPTFUT,CE,205,0.01,
MCX,430503,5,1000,ZINC,ZINC22JUL24C225,22-JUL-2024,OPTFUT,CE,225,0.01,
MCX,430504,5,1000,ZINC,ZINC22JUL24C227.5,22-JUL-2024,OPTFUT,CE,227.5,0.01,
MCX,430505,5,1000,ZINC,ZINC22JUL24C230,22-JUL-2024,OPTFUT,CE,230,0.01,
MCX,430506,5,1000,ZINC,ZINC22JUL24C232.5,22-JUL-2024,OPTFUT,CE,232.5,0.01,
MCX,430507,5,1000,ZINC,ZINC22JUL24C235,22-JUL-2024,OPTFUT,CE,235,0.01,
MCX,430508,5,1000,ZINC,ZINC22JUL24C237.5,22-JUL-2024,OPTFUT,CE,237.5,0.01,
MCX,430509,5,1000,ZINC,ZINC22JUL24C240,22-JUL-2024,OPTFUT,CE,240,0.01,
MCX,430510,5,1000,ZINC,ZINC22JUL24P220,22-JUL-2024,OPTFUT,PE,220,0.01,
MCX,430511,5,1000,ZINC,ZINC22JUL24P217.5,22-JUL-2024,OPTFUT,PE,217.5,0.01,
MCX,430512,5,1000,ZINC,ZINC22JUL24P215,22-JUL-2024,OPTFUT,PE,215,0.01,
MCX,430513,5,1000,ZINC,ZINC22JUL24P212.5,22-JUL-2024,OPTFUT,PE,212.5,0.01,
MCX,430514,5,1000,ZINC,ZINC22JUL24P210,22-JUL-2024,OPTFUT,PE,210,0.01,
MCX,430515,5,1000,ZINC,ZINC22JUL24P207.5,22-JUL-2024,OPTFUT,PE,207.5,0.01,
MCX,430516,5,1000,ZINC,ZINC22JUL24P205,22-JUL-2024,OPTFUT,PE,205,0.01,
MCX,430517,5,1000,ZINC,ZINC22JUL24P225,22-JUL-2024,OPTFUT,PE,225,0.01,
MCX,430518,5,1000,ZINC,ZINC22JUL24P227.5,22-JUL-2024,OPTFUT,PE,227.5,0.01,
MCX,430519,5,1000,ZINC,ZINC22JUL24P230,22-JUL-2024,OPTFUT,PE,230,0.01,
MCX,430520,5,1000,ZINC,ZINC22JUL24P232.5,22-JUL-2024,OPTFUT,PE,232.5,0.01,
MCX,430521,5,1000,ZINC,ZINC22JUL24P235,22-JUL-2024,OPTFUT,PE,235,0.01,
MCX,430522,5,1000,ZINC,ZINC22JUL24P237.5,22-JUL-2024,OPTFUT,PE,237.5,0.01,
MCX,430523,5,1000,ZINC,ZINC22JUL24P240,22-JUL-2024,OPTFUT,PE,240,0.01,
MCX,430950,5,1000,ZINC,ZINC22JUL24C242.5,22-JUL-2024,OPTFUT,CE,242.5,0.01,
MCX,430951,5,1000,ZINC,ZINC22JUL24C245,22-JUL-2024,OPTFUT,CE,245,0.01,
MCX,430952,5,1000,ZINC,ZINC22JUL24P242.5,22-JUL-2024,OPTFUT,PE,242.5,0.01,
MCX,430953,5,1000,ZINC,ZINC22JUL24P245,22-JUL-2024,OPTFUT,PE,245,0.01,
MCX,431030,5,1000,ZINC,ZINC22JUL24C247.5,22-JUL-2024,OPTFUT,CE,247.5,0.01,
MCX,431031,5,1000,ZINC,ZINC22JUL24C250,22-JUL-2024,OPTFUT,CE,250,0.01,
MCX,431032,5,1000,ZINC,ZINC22JUL24C252.5,22-JUL-2024,OPTFUT,CE,252.5,0.01,
MCX,431033,5,1000,ZINC,ZINC22JUL24C255,22-JUL-2024,OPTFUT,CE,255,0.01,
MCX,431034,5,1000,ZINC,ZINC22JUL24C257.5,22-JUL-2024,OPTFUT,CE,257.5,0.01,
MCX,431039,5,1000,ZINC,ZINC22JUL24P247.5,22-JUL-2024,OPTFUT,PE,247.5,0.01,
MCX,431040,5,1000,ZINC,ZINC22JUL24P250,22-JUL-2024,OPTFUT,PE,250,0.01,
MCX,431041,5,1000,ZINC,ZINC22JUL24P252.5,22-JUL-2024,OPTFUT,PE,252.5,0.01,
MCX,431042,5,1000,ZINC,ZINC22JUL24P255,22-JUL-2024,OPTFUT,PE,255,0.01,
MCX,431043,5,1000,ZINC,ZINC22JUL24P257.5,22-JUL-2024,OPTFUT,PE,257.5,0.01,
MCX,431572,5,1000,ZINC,ZINC22JUL24C260,22-JUL-2024,OPTFUT,CE,260,0.01,
MCX,431574,5,1000,ZINC,ZINC22JUL24P260,22-JUL-2024,OPTFUT,PE,260,0.01,
MCX,431694,5,1000,ZINC,ZINC22JUL24C262.5,22-JUL-2024,OPTFUT,CE,262.5,0.01,
MCX,431698,5,1000,ZINC,ZINC22JUL24P262.5,22-JUL-2024,OPTFUT,PE,262.5,0.01,
MCX,431723,5,1000,ZINC,ZINC22JUL24C265,22-JUL-2024,OPTFUT,CE,265,0.01,
MCX,431728,5,1000,ZINC,ZINC22JUL24P265,22-JUL-2024,OPTFUT,PE,265,0.01,
MCX,431871,5,1000,ZINC,ZINC22JUL24C267.5,22-JUL-2024,OPTFUT,CE,267.5,0.01,
MCX,431875,5,1000,ZINC,ZINC22JUL24P267.5,22-JUL-2024,OPTFUT,PE,267.5,0.01,
MCX,432271,5,1000,ZINC,ZINC22JUL24C270,22-JUL-2024,OPTFUT,CE,270,0.01,
MCX,432275,5,1000,ZINC,ZINC22JUL24P270,22-JUL-2024,OPTFUT,PE,270,0.01,
MCX,432417,5,1000,ZINC,ZINC22JUL24C272.5,22-JUL-2024,OPTFUT,CE,272.5,0.01,
MCX,432420,5,1000,ZINC,ZINC22JUL24P272.5,22-JUL-2024,OPTFUT,PE,272.5,0.01,
MCX,432969,5,1000,ZINC,ZINC22JUL24C275,22-JUL-2024,OPTFUT,CE,275,0.01,
MCX,432970,5,1000,ZINC,ZINC22JUL24C277.5,22-JUL-2024,OPTFUT,CE,277.5,0.01,
MCX,432971,5,1000,ZINC,ZINC22JUL24C280,22-JUL-2024,OPTFUT,CE,280,0.01,
MCX,432978,5,1000,ZINC,ZINC22JUL24P275,22-JUL-2024,OPTFUT,PE,275,0.01,
MCX,432979,5,1000,ZINC,ZINC22JUL24P277.5,22-JUL-2024,OPTFUT,PE,277.5,0.01,
MCX,432980,5,1000,ZINC,ZINC22JUL24P280,22-JUL-2024,OPTFUT,PE,280,0.01,
MCX,432996,5,1000,ZINC,ZINC21AUG24C260,21-AUG-2024,OPTFUT,CE,260,0.01,
MCX,432997,5,1000,ZINC,ZINC21AUG24P260,21-AUG-2024,OPTFUT,PE,260,0.01,
MCX,433028,5,1000,ZINC,ZINC21AUG24C257.5,21-AUG-2024,OPTFUT,CE,257.5,0.01,
MCX,433029,5,1000,ZINC,ZINC21AUG24C255,21-AUG-2024,OPTFUT,CE,255,0.01,
MCX,433030,5,1000,ZINC,ZINC21AUG24C252.5,21-AUG-2024,OPTFUT,CE,252.5,0.01,
MCX,433031,5,1000,ZINC,ZINC21AUG24C250,21-AUG-2024,OPTFUT,CE,250,0.01,
MCX,433032,5,1000,ZINC,ZINC21AUG24C247.5,21-AUG-2024,OPTFUT,CE,247.5,0.01,
MCX,433033,5,1000,ZINC,ZINC21AUG24C245,21-AUG-2024,OPTFUT,CE,245,0.01,
MCX,433034,5,1000,ZINC,ZINC21AUG24C242.5,21-AUG-2024,OPTFUT,CE,242.5,0.01,
MCX,433035,5,1000,ZINC,ZINC21AUG24C262.5,21-AUG-2024,OPTFUT,CE,262.5,0.01,
MCX,433036,5,1000,ZINC,ZINC21AUG24C265,21-AUG-2024,OPTFUT,CE,265,0.01,
MCX,433037,5,1000,ZINC,ZINC21AUG24C267.5,21-AUG-2024,OPTFUT,CE,267.5,0.01,
MCX,433038,5,1000,ZINC,ZINC21AUG24C270,21-AUG-2024,OPTFUT,CE,270,0.01,
MCX,433039,5,1000,ZINC,ZINC21AUG24C272.5,21-AUG-2024,OPTFUT,CE,272.5,0.01,
MCX,433040,5,1000,ZINC,ZINC21AUG24C275,21-AUG-2024,OPTFUT,CE,275,0.01,
MCX,433041,5,1000,ZINC,ZINC21AUG24C277.5,21-AUG-2024,OPTFUT,CE,277.5,0.01,
MCX,433042,5,1000,ZINC,ZINC21AUG24P257.5,21-AUG-2024,OPTFUT,PE,257.5,0.01,
MCX,433043,5,1000,ZINC,ZINC21AUG24P255,21-AUG-2024,OPTFUT,PE,255,0.01,
MCX,433044,5,1000,ZINC,ZINC21AUG24P252.5,21-AUG-2024,OPTFUT,PE,252.5,0.01,
MCX,433045,5,1000,ZINC,ZINC21AUG24P250,21-AUG-2024,OPTFUT,PE,250,0.01,
MCX,433046,5,1000,ZINC,ZINC21AUG24P247.5,21-AUG-2024,OPTFUT,PE,247.5,0.01,
MCX,433047,5,1000,ZINC,ZINC21AUG24P245,21-AUG-2024,OPTFUT,PE,245,0.01,
MCX,433048,5,1000,ZINC,ZINC21AUG24P242.5,21-AUG-2024,OPTFUT,PE,242.5,0.01,
MCX,433049,5,1000,ZINC,ZINC21AUG24P262.5,21-AUG-2024,OPTFUT,PE,262.5,0.01,
MCX,433050,5,1000,ZINC,ZINC21AUG24P265,21-AUG-2024,OPTFUT,PE,265,0.01,
MCX,433051,5,1000,ZINC,ZINC21AUG24P267.5,21-AUG-2024,OPTFUT,PE,267.5,0.01,
MCX,433052,5,1000,ZINC,ZINC21AUG24P270,21-AUG-2024,OPTFUT,PE,270,0.01,
MCX,433053,5,1000,ZINC,ZINC21AUG24P272.5,21-AUG-2024,OPTFUT,PE,272.5,0.01,
MCX,433054,5,1000,ZINC,ZINC21AUG24P275,21-AUG-2024,OPTFUT,PE,275,0.01,
MCX,433055,5,1000,ZINC,ZINC21AUG24P277.5,21-AUG-2024,OPTFUT,PE,277.5,0.01,
MCX,433224,5,1000,ZINC,ZINC21AUG24C280,21-AUG-2024,OPTFUT,CE,280,0.01,
MCX,433225,5,1000,ZINC,ZINC21AUG24P280,21-AUG-2024,OPTFUT,PE,280,0.01,
MCX,433239,5,1000,ZINC,ZINC21AUG24C282.5,21-AUG-2024,OPTFUT,CE,282.5,0.01,
MCX,433241,5,1000,ZINC,ZINC21AUG24P282.5,21-AUG-2024,OPTFUT,PE,282.5,0.01,
MCX,433308,5,1000,ZINC,ZINC22JUL24C282.5,22-JUL-2024,OPTFUT,CE,282.5,0.01,
MCX,433309,5,1000,ZINC,ZINC22JUL24C285,22-JUL-2024,OPTFUT,CE,285,0.01,
MCX,433310,5,1000,ZINC,ZINC21AUG24C285,21-AUG-2024,OPTFUT,CE,285,0.01,
MCX,433311,5,1000,ZINC,ZINC21AUG24C287.5,21-AUG-2024,OPTFUT,CE,287.5,0.01,
MCX,433315,5,1000,ZINC,ZINC22JUL24P282.5,22-JUL-2024,OPTFUT,PE,282.5,0.01,
MCX,433316,5,1000,ZINC,ZINC22JUL24P285,22-JUL-2024,OPTFUT,PE,285,0.01,
MCX,433317,5,1000,ZINC,ZINC21AUG24P285,21-AUG-2024,OPTFUT,PE,285,0.01,
MCX,433318,5,1000,ZINC,ZINC21AUG24P287.5,21-AUG-2024,OPTFUT,PE,287.5,0.01,
MCX,434256,5,1000,ZINC,ZINC22JUL24C287.5,22-JUL-2024,OPTFUT,CE,287.5,0.01,
MCX,434257,5,1000,ZINC,ZINC21AUG24C290,21-AUG-2024,OPTFUT,CE,290,0.01,
MCX,434259,5,1000,ZINC,ZINC22JUL24P287.5,22-JUL-2024,OPTFUT,PE,287.5,0.01,
MCX,434260,5,1000,ZINC,ZINC21AUG24P290,21-AUG-2024,OPTFUT,PE,290,0.01,
MCX,434874,5,1000,ZINC,ZINC22JUL24C290,22-JUL-2024,OPTFUT,CE,290,0.01,
MCX,434875,5,1000,ZINC,ZINC22JUL24C292.5,22-JUL-2024,OPTFUT,CE,292.5,0.01,
MCX,434876,5,1000,ZINC,ZINC22JUL24C295,22-JUL-2024,OPTFUT,CE,295,0.01,
MCX,434877,5,1000,ZINC,ZINC21AUG24C292.5,21-AUG-2024,OPTFUT,CE,292.5,0.01,
MCX,434878,5,1000,ZINC,ZINC21AUG24C295,21-AUG-2024,OPTFUT,CE,295,0.01,
MCX,434879,5,1000,ZINC,ZINC21AUG24C297.5,21-AUG-2024,OPTFUT,CE,297.5,0.01,
MCX,434887,5,1000,ZINC,ZINC22JUL24P290,22-JUL-2024,OPTFUT,PE,290,0.01,
MCX,434888,5,1000,ZINC,ZINC22JUL24P292.5,22-JUL-2024,OPTFUT,PE,292.5,0.01,
MCX,434889,5,1000,ZINC,ZINC22JUL24P295,22-JUL-2024,OPTFUT,PE,295,0.01,
MCX,434890,5,1000,ZINC,ZINC21AUG24P292.5,21-AUG-2024,OPTFUT,PE,292.5,0.01,
MCX,434891,5,1000,ZINC,ZINC21AUG24P295,21-AUG-2024,OPTFUT,PE,295,0.01,
MCX,434892,5,1000,ZINC,ZINC21AUG24P297.5,21-AUG-2024,OPTFUT,PE,297.5,0.01,
MCX,435009,5,1000,ZINC,ZINC22JUL24C297.5,22-JUL-2024,OPTFUT,CE,297.5,0.01,
MCX,435010,5,1000,ZINC,ZINC22JUL24P297.5,22-JUL-2024,OPTFUT,PE,297.5,0.01,
MCX,435205,5,1000,ZINC,ZINC21AUG24C300,21-AUG-2024,OPTFUT,CE,300,0.01,
MCX,435206,5,1000,ZINC,ZINC21AUG24P300,21-AUG-2024,OPTFUT,PE,300,0.01,
MCX,435343,5,1000,ZINC,ZINC19SEP24C267.5,19-SEP-2024,OPTFUT,CE,267.5,0.01,
MCX,435344,5,1000,ZINC,ZINC19SEP24P267.5,19-SEP-2024,OPTFUT,PE,267.5,0.01,
MCX,435386,5,1000,ZINC,ZINC19SEP24C265,19-SEP-2024,OPTFUT,CE,265,0.01,
MCX,435387,5,1000,ZINC,ZINC19SEP24C262.5,19-SEP-2024,OPTFUT,CE,262.5,0.01,
MCX,435388,5,1000,ZINC,ZINC19SEP24C260,19-SEP-2024,OPTFUT,CE,260,0.01,
MCX,435389,5,1000,ZINC,ZINC19SEP24C257.5,19-SEP-2024,OPTFUT,CE,257.5,0.01,
MCX,435390,5,1000,ZINC,ZINC19SEP24C255,19-SEP-2024,OPTFUT,CE,255,0.01,
MCX,435391,5,1000,ZINC,ZINC19SEP24C252.5,19-SEP-2024,OPTFUT,CE,252.5,0.01,
MCX,435392,5,1000,ZINC,ZINC19SEP24C250,19-SEP-2024,OPTFUT,CE,250,0.01,
MCX,435393,5,1000,ZINC,ZINC19SEP24C270,19-SEP-2024,OPTFUT,CE,270,0.01,
MCX,435394,5,1000,ZINC,ZINC19SEP24C272.5,19-SEP-2024,OPTFUT,CE,272.5,0.01,
MCX,435395,5,1000,ZINC,ZINC19SEP24C275,19-SEP-2024,OPTFUT,CE,275,0.01,
MCX,435396,5,1000,ZINC,ZINC19SEP24C277.5,19-SEP-2024,OPTFUT,CE,277.5,0.01,
MCX,435397,5,1000,ZINC,ZINC19SEP24C280,19-SEP-2024,OPTFUT,CE,280,0.01,
MCX,435398,5,1000,ZINC,ZINC19SEP24C282.5,19-SEP-2024,OPTFUT,CE,282.5,0.01,
MCX,435399,5,1000,ZINC,ZINC19SEP24C285,19-SEP-2024,OPTFUT,CE,285,0.01,
MCX,435400,5,1000,ZINC,ZINC19SEP24P265,19-SEP-2024,OPTFUT,PE,265,0.01,
MCX,435401,5,1000,ZINC,ZINC19SEP24P262.5,19-SEP-2024,OPTFUT,PE,262.5,0.01,
MCX,435402,5,1000,ZINC,ZINC19SEP24P260,19-SEP-2024,OPTFUT,PE,260,0.01,
MCX,435403,5,1000,ZINC,ZINC19SEP24P257.5,19-SEP-2024,OPTFUT,PE,257.5,0.01,
MCX,435404,5,1000,ZINC,ZINC19SEP24P255,19-SEP-2024,OPTFUT,PE,255,0.01,
MCX,435405,5,1000,ZINC,ZINC19SEP24P252.5,19-SEP-2024,OPTFUT,PE,252.5,0.01,
MCX,435406,5,1000,ZINC,ZINC19SEP24P250,19-SEP-2024,OPTFUT,PE,250,0.01,
MCX,435407,5,1000,ZINC,ZINC19SEP24P270,19-SEP-2024,OPTFUT,PE,270,0.01,
MCX,435408,5,1000,ZINC,ZINC19SEP24P272.5,19-SEP-2024,OPTFUT,PE,272.5,0.01,
MCX,435409,5,1000,ZINC,ZINC19SEP24P275,19-SEP-2024,OPTFUT,PE,275,0.01,
MCX,435410,5,1000,ZINC,ZINC19SEP24P277.5,19-SEP-2024,OPTFUT,PE,277.5,0.01,
MCX,435411,5,1000,ZINC,ZINC19SEP24P280,19-SEP-2024,OPTFUT,PE,280,0.01,
MCX,435412,5,1000,ZINC,ZINC19SEP24P282.5,19-SEP-2024,OPTFUT,PE,282.5,0.01,
MCX,435413,5,1000,ZINC,ZINC19SEP24P285,19-SEP-2024,OPTFUT,PE,285,0.01,
MCX,435441,5,1000,ZINC,ZINC19SEP24C247.5,19-SEP-2024,OPTFUT,CE,247.5,0.01,
MCX,435442,5,1000,ZINC,ZINC19SEP24P247.5,19-SEP-2024,OPTFUT,PE,247.5,0.01,
MCX,435477,5,1000,ZINC,ZINC19SEP24C245,19-SEP-2024,OPTFUT,CE,245,0.01,
